Type,region,schoolType,Service Type,year,coverage,School-age population,serviceLevel
sdg,Central and Southern Asia,primary,Drinking water,2014,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Drinking water,2014,0,0,Insufficient data
sdg,Central and Southern Asia,total,Drinking water,2015,0,0,Insufficient data
sdg,Central and Southern Asia,primary,Drinking water,2015,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Drinking water,2015,0,0,Insufficient data
sdg,Central and Southern Asia,total,Drinking water,2016,0,0,Insufficient data
sdg,Central and Southern Asia,primary,Drinking water,2016,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Drinking water,2016,0,0,Insufficient data
sdg,Central and Southern Asia,total,Drinking water,2017,0,0,Insufficient data
sdg,Central and Southern Asia,primary,Drinking water,2017,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Drinking water,2017,0,0,Insufficient data
sdg,Central and Southern Asia,total,Drinking water,2018,0,0,Insufficient data
sdg,Central and Southern Asia,primary,Drinking water,2018,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Drinking water,2018,0,0,Insufficient data
sdg,Central and Southern Asia,total,Drinking water,2019,0,0,Insufficient data
sdg,Central and Southern Asia,primary,Drinking water,2019,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Drinking water,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2000,100,517073377,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2000,100,209932633,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2000,99.62105,222091015.5,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2001,100,514326067,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2001,100,200231514,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2001,99.61951,231110762.9,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,100,511940831,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2002,100,191273716,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2002,99.61856,237666532.3,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,100,508925006,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2003,100,183794980,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2003,99.61817,241056876.8,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,100,522304838,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2004,100,195869671,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2004,99.57545,240977960.2,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,95.04023,488273706.4,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2005,100,192832657,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2005,99.57308,237198520.6,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,95.04734,478692642.8,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2006,100,191512599,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2006,99.56988,229495365.7,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,95.05474,466841342.7,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2007,100,189611891,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2007,99.56644,219682075.9,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,95.06046,455653718.7,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2008,100,187584323,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2008,99.56275,210595445.9,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,95.06708,446367774.7,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2009,100,185638070,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2009,99.56385,203290736,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,92.84028,429972836.5,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2010,100,183899450,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2010,97.84884,194220619.5,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,93.22244,427071632.7,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2011,94.63619,172524623.4,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2011,95.78146,186676693.9,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,93.60232,425964924.4,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2012,94.5913,171369406.2,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2012,95.69978,184226520.6,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,93.78828,425013279.3,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2013,94.38903,170415152,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2013,95.63732,182258675.4,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,94.19469,425268843.8,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2014,94.38824,170239293.5,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2014,95.56615,180159138.4,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,94.36773,424646832.9,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2015,94.14472,170007815.7,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2015,95.49684,178123645,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,94.2634,423244507.2,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2016,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2016,95.1934,175826631.8,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,94.26052,424509845.3,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2017,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2017,94.82146,175573610.6,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,94.19615,426244362.8,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,94.14468,422658282.9,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2019,94.86037,173879887.1,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2000,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2000,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2000,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2001,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2001,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2001,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2002,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2002,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2002,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2003,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2003,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2003,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2004,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2004,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2004,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2005,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2005,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2005,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2006,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2006,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2006,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2007,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2007,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2007,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2008,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2008,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2008,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2009,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2009,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2009,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2010,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2010,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2010,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2011,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2011,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2011,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2012,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2012,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2012,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2013,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2013,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2013,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2014,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2014,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2014,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2015,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2015,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2015,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2016,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2016,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2016,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2017,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2017,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2017,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2018,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2018,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2018,0,0,Insufficient data
sdg,Europe and Northern America,total,Drinking water,2019,0,0,Insufficient data
sdg,Europe and Northern America,primary,Drinking water,2019,0,0,Insufficient data
sdg,Europe and Northern America,secondary,Drinking water,2019,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2000,75.08501,117142903.8,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2000,76.91617,45134522.11,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2000,97.45498,64743970.89,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2001,75.50147,116741944.2,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2001,77.24121,45295517.99,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2001,97.23767,64593022,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2002,75.86889,117709288,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2002,77.46634,45598548.99,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2002,97.15406,64898929.49,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2003,76.13905,118328532.7,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2003,77.48702,45871612.13,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2003,96.82474,64788705.36,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2004,76.35576,120076934,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2004,77.41607,46385939.2,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2004,96.3946,65229659.13,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2005,76.97385,120831639.5,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2005,77.16338,46012711.17,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2005,95.97569,65258725.99,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2006,77.63147,120729881.9,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2006,77.69561,45886233.24,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2006,95.56362,65120425.1,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2007,78.20447,122390729.1,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2007,78.0494,46404453.53,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2007,92.78672,63701280.35,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2008,78.80417,122953464.7,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2008,78.57842,46231875.45,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2008,92.37796,63481446.84,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2009,79.41039,123832531.5,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2009,79.22981,46461769.85,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2009,91.535,63070327.62,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2010,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2010,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2010,91.21609,62604211.35,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2011,90.8744,62722040.43,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2012,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2012,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2012,90.52936,62684782.43,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2013,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2013,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2013,90.10941,61871589.04,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2014,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2014,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2014,89.71793,61423378.89,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2015,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2015,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2015,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2016,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2016,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2016,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2017,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2017,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2017,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2018,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2018,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2018,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Drinking water,2019,84.41628,128399246.5,Insufficient data
sdg,Latin America and the Caribbean,primary,Drinking water,2019,83.25578,48630618.99,Insufficient data
sdg,Latin America and the Caribbean,secondary,Drinking water,2019,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2000,100,115677278,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2000,100,46867074,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2000,100,47904186,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2001,100,116455656,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2001,100,47000680,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2001,100,48543574,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2002,100,117198079,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2002,100,47154694,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2002,100,49088996,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2003,100,117916948,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2003,100,46473250,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2003,100,50427923,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2004,100,118532328,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2004,100,46780163,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2004,100,50658239,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2005,100,120729983,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2005,100,48613981,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2005,100,50972961,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2006,100,120688395,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2006,100,48737751,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2006,96.98489,49734954.54,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2007,94.6445,115432017.5,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2007,92.37787,45128989.73,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2007,96.62204,50532439.48,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2008,94.64148,115897695.4,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2008,92.31277,45255644.46,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2008,96.61138,50668873.79,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2009,89.33074,110385770,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2009,92.02705,44744096.05,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2009,96.60103,51921623.72,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2010,89.1704,110807041,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2010,91.73219,44905724.62,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2010,96.6228,52030099.47,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2011,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2011,91.45342,45182188.89,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2011,96.64331,52135047.87,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2012,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2012,91.18015,45464566.97,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2012,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2013,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2013,90.11974,44296202.81,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2013,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2014,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2014,0,0,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2014,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2015,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2015,0,0,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2015,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2016,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2016,0,0,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2016,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2017,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2017,0,0,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2017,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2018,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2018,0,0,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2018,0,0,Insufficient data
sdg,Northern Africa and Western Asia,total,Drinking water,2019,0,0,Insufficient data
sdg,Northern Africa and Western Asia,primary,Drinking water,2019,0,0,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Drinking water,2019,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2000,100,2751218,Insufficient data
sdg,Oceania,primary,Drinking water,2000,100,1239124,Insufficient data
sdg,Oceania,secondary,Drinking water,2000,100,1171975,Insufficient data
sdg,Oceania,total,Drinking water,2001,100,2774480,Insufficient data
sdg,Oceania,primary,Drinking water,2001,100,1252913,Insufficient data
sdg,Oceania,secondary,Drinking water,2001,100,1179763,Insufficient data
sdg,Oceania,total,Drinking water,2002,100,2799771,Insufficient data
sdg,Oceania,primary,Drinking water,2002,100,1268375,Insufficient data
sdg,Oceania,secondary,Drinking water,2002,100,1186715,Insufficient data
sdg,Oceania,total,Drinking water,2003,100,2828922,Insufficient data
sdg,Oceania,primary,Drinking water,2003,100,1285759,Insufficient data
sdg,Oceania,secondary,Drinking water,2003,100,1195240,Insufficient data
sdg,Oceania,total,Drinking water,2004,100,2866700,Insufficient data
sdg,Oceania,primary,Drinking water,2004,100,1308008,Insufficient data
sdg,Oceania,secondary,Drinking water,2004,100,1206120,Insufficient data
sdg,Oceania,total,Drinking water,2005,100,2905355,Insufficient data
sdg,Oceania,primary,Drinking water,2005,100,1330730,Insufficient data
sdg,Oceania,secondary,Drinking water,2005,100,1218712,Insufficient data
sdg,Oceania,total,Drinking water,2006,100,2954977,Insufficient data
sdg,Oceania,primary,Drinking water,2006,100,1359391,Insufficient data
sdg,Oceania,secondary,Drinking water,2006,100,1235687,Insufficient data
sdg,Oceania,total,Drinking water,2007,100,3006556,Insufficient data
sdg,Oceania,primary,Drinking water,2007,100,1388003,Insufficient data
sdg,Oceania,secondary,Drinking water,2007,100,1254984,Insufficient data
sdg,Oceania,total,Drinking water,2008,100,3058668,Insufficient data
sdg,Oceania,primary,Drinking water,2008,100,1414260,Insufficient data
sdg,Oceania,secondary,Drinking water,2008,100,1277420,Insufficient data
sdg,Oceania,total,Drinking water,2009,100,3111448,Insufficient data
sdg,Oceania,primary,Drinking water,2009,100,1437191,Insufficient data
sdg,Oceania,secondary,Drinking water,2009,100,1304588,Insufficient data
sdg,Oceania,total,Drinking water,2010,100,3160955,Insufficient data
sdg,Oceania,primary,Drinking water,2010,100,1455948,Insufficient data
sdg,Oceania,secondary,Drinking water,2010,100,1331790,Insufficient data
sdg,Oceania,total,Drinking water,2011,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2011,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2011,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2012,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2012,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2012,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2013,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2013,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2013,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2014,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2014,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2014,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2015,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2015,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2015,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2016,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2016,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2016,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2017,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2017,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2017,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2018,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2018,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2018,0,0,Insufficient data
sdg,Oceania,total,Drinking water,2019,0,0,Insufficient data
sdg,Oceania,primary,Drinking water,2019,0,0,Insufficient data
sdg,Oceania,secondary,Drinking water,2019,0,0,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2000,100,240703459,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2000,100,105164794,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2000,100,88502105,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2001,100,246482957,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2001,100,107323315,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2001,100,90892234,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2002,100,252554902,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2002,100,109758811,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2002,100,92999842,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2003,100,258956677,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2003,100,112450498,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2003,100,95152743,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2004,39.37858,104635060.6,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2004,38.46511,44382304.16,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2004,100,97490136,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2005,40.19814,109510268.3,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2005,34.67832,41054536.45,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2005,59.62495,59511354.51,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2006,40.68132,113575202.7,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2006,35.14284,42668653.34,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2006,58.98432,60238157.22,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2007,40.66795,115963259.6,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2007,37.10453,46695477.05,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2007,58.41894,60625835.73,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2008,40.91362,119804426.1,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2008,37.46114,48458637.86,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2008,58.39354,62132656.41,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2009,41.67687,125351514.5,Insufficient data
